"issue_key","issuetype","sprint_name","created","reporter","assignee","priority","SP_CHANGER","summary","description","storypoints","Tinprogress_proportion","Tassignee_proportion","Tsprint_proportion","isValid_inprogress","isValid_sprint","isValid_assignee","T1","T2","T3","T4","T5","T_sp_first","T_sp_second","T_sprint","T_sprint_plus_1hr","T_assignee","T_assignee_plus_1hr","T_inprogress","T_inprogress_plus_1hr","sp_estimator","T_infochange_start","T_sp","T_sp_year","T_sp_last","T_sp_after_sprint","last_summary","last_description","firststorypoints","sp_change","sp_sprint","sp_change_count","sp_diff_percent","count_comment_before","count_summ_before","info_change"
"USERGRID-578","Bug","Usergrid 14","2015-04-17T15:35:12.000+0000","safeldm","safeldm","Major","","ES Cursors not working in two-dot-o-dev","",3.0,1.907299781205468e-05,0.0,0.0,True,True,True,1429284912000.0,1429284919000.0,1429288519000.0,1429651023000.0,1429651923000.0,1429284912000.0,-1.0,1429284912000.0,1429288512000.0,1429284912000.0,1429288512000.0,1429284919000.0,1429288519000.0,"safeldm",1429288512000.0,1429284912000.0,45,1429284912000.0,-1.0,"ES Cursors not working in 2.1","",3.0,False,3.0,0,0.0,-1,0,True
"USERGRID-576","Story","Usergrid 15","2015-04-17T13:26:00.000+0000","djohnson","djohnson","Major","","Add metrics to external token validation endpoint","Use the MetricsFactory to add metrics for successful token validations,  unsuccessful token validations and local admin user creation.

For more about external token validation see Usergrid-567",3.0,-1.0,8.669553376649689e-05,0.3493481343969242,False,True,True,1429277160000.0,-1.0,-1.0,1430337445000.0,1430338345000.0,1429277589000.0,-1.0,1429647883000.0,1429651483000.0,1429277252000.0,1429280852000.0,-1.0,-1.0,"djohnson",1429651483000.0,1429277589000.0,45,1429277589000.0,-1.0,"Add metrics to external token validation endpoint","Use the MetricsFactory to add metrics for successful token validations,  unsuccessful token validations and local admin user creation.

For more about external token validation see Usergrid-567",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-575","Story","Usergrid 14","2015-04-17T13:23:24.000+0000","djohnson","djohnson","Major","","Disable Admin User signups when external token validation enabled","When external token validation is enabled (see Usergrid-567) and a Usergrid system is delegating authentication to some other central Usergrid for SSO purposes, then new Admin Users should register ONLY with that central Usergrid.

",3.0,-1.0,0.0,0.0001267088849887,False,True,True,1429277004000.0,-1.0,-1.0,1429647033000.0,1429647933000.0,1429277042000.0,-1.0,1429277051000.0,1429280651000.0,1429277004000.0,1429280604000.0,-1.0,-1.0,"djohnson",1429280651000.0,1429277042000.0,45,1429277042000.0,-1.0,"Disable Admin User signups when external token validation enabled","When external token validation is enabled (see Usergrid-567) and a Usergrid system is delegating authentication to some other central Usergrid for SSO purposes, then new Admin Users should register ONLY with that central Usergrid.

",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-572","Story","Usergrid 16","2015-04-16T16:26:45.000+0000","jeffreyawest","senthilkumar.kj","Critical","","Setting or qparameter for not returning the qparams in the response","Please add a setting that can prevent the qparams from being returned in a response, and/or add a filter for accessToken and ClientID/ClientSecret to not be returned in a response.",1.0,0.2252372819282387,0.193810047815774,0.4867561087475142,False,True,False,1429201605000.0,1429728053000.0,1429731653000.0,1431538009000.0,1431538909000.0,1430339312000.0,-1.0,1430339302000.0,1430342902000.0,1429654598000.0,1429658198000.0,1429728053000.0,1429731653000.0,"jeffreyawest",1430342902000.0,1430339312000.0,45,1430339312000.0,-1.0,"Add a query parameter to enable the hiding of sensitive information in API resposnes","Please add a setting that can prevent the qparams from being returned in a response, and/or add a filter for accessToken and ClientID/ClientSecret to not be returned in a response.",1.0,False,1.0,0,0.0,0,0,True
"USERGRID-568","Story","Usergrid 14","2015-04-15T20:26:48.000+0000","safeldm","safeldm","Major","safeldm","Fix push issues close connection issues","",3.0,5.1548052450143365e-05,0.0,0.0,True,True,True,1429129608000.0,1429129616000.0,1429133216000.0,1429283903000.0,1429284803000.0,1429129608000.0,1429285089000.0,1429129608000.0,1429133208000.0,1429129608000.0,1429133208000.0,1429129616000.0,1429133216000.0,"safeldm",1429133208000.0,1429129608000.0,45,1429129608000.0,1429285089000.0,"Fix push issues close connection issues","",8.0,True,8.0,1,0.0,-1,0,False
"USERGRID-567","Story","Usergrid 14","2015-04-10T13:36:32.000+0000","djohnson","djohnson","Major","","Validate External Token for Usergrid Central SSO","The requirement is to have multiple Usergrid systems, each with its own Cassandra cluster, be able to authenticate Admin Users with one central Usergrid system -- giving Admin Users Single-Sign-On (SSO) across all of those systems.

We can do this by adding just one new end-point to Usergrid.

This Google Doc explains a complete design for ""Usergrid Central SSO"":

https://docs.google.com/document/d/12kXgaYcB6L9JoTyRGn0ZHEMg3vL1LJDqvtnltIBDa1Y/edit?usp=sharing

The design is based on earlier work by Ed Anuff and Nate McCall.",5.0,-1.0,0.0,0.0001207126344788,False,True,True,1428672992000.0,-1.0,-1.0,1429276834000.0,1429277734000.0,1428673085000.0,-1.0,1428673065000.0,1428676665000.0,1428672992000.0,1428676592000.0,-1.0,-1.0,"djohnson",1428676665000.0,1428673085000.0,45,1428673085000.0,-1.0,"Validate External Token for Usergrid Central SSO","The requirement is to have multiple Usergrid systems, each with its own Cassandra cluster, be able to authenticate Admin Users with one central Usergrid system -- giving Admin Users Single-Sign-On (SSO) across all of those systems.

We can do this by adding just one new end-point to Usergrid.

This Google Doc explains a complete design for ""Usergrid Central SSO"":

https://docs.google.com/document/d/12kXgaYcB6L9JoTyRGn0ZHEMg3vL1LJDqvtnltIBDa1Y/edit?usp=sharing

The design is based on earlier work by Ed Anuff and Nate McCall.",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-563","Story","Usergrid 14","2015-04-08T20:31:33.000+0000","djohnson","djohnson","Major","","[SPIKE] Ability for one Usergrid instance to delegate authentication to another ","Design forthcoming.",3.0,-1.0,0.0,0.001047347381797,False,True,True,1428525093000.0,-1.0,-1.0,1429128577000.0,1429129477000.0,1428525736000.0,-1.0,1428525726000.0,1428529326000.0,1428525093000.0,1428528693000.0,-1.0,-1.0,"djohnson",1428529326000.0,1428525736000.0,45,1428525736000.0,-1.0,"[SPIKE] Ability for one Usergrid instance to delegate authentication to another ","Design forthcoming.",3.0,False,3.0,0,0.0,0,1,False
"USERGRID-561","Bug","Usergrid 14","2015-04-08T16:44:55.000+0000","jeffreyawest","rbridges","Critical","safeldm","Portal appears to hang when it gets a 401","When logging into the portal it appears to hang when a 401 is returned from https://stage-exchange-prod.apigee.net/appservices/management/users/{email}.  We should catch this error and handle it better.",1.0,-1.0,0.0,0.011764128924147,False,True,False,1428511495000.0,-1.0,-1.0,1429713659000.0,1429714559000.0,1428526319000.0,1429654474000.0,1428525648000.0,1428529248000.0,1428511495000.0,1428515095000.0,-1.0,-1.0,"jeffreyawest",1428529248000.0,1428526319000.0,45,1429654474000.0,1429654474000.0,"Portal appears to hang when it gets a 401","When logging into the portal it appears to hang when a 401 is returned from https://stage-exchange-prod.apigee.net/appservices/management/users/{email}.  We should catch this error and handle it better.",3.0,True,3.0,1,-66.66666666666666,0,0,False
"USERGRID-560","Story","Usergrid 27","2015-04-08T00:09:05.000+0000","jeffreyawest","","Major","","Ensure USERGRID-530 is addressed in two-dot-o(-dev)","https://issues.apache.org/jira/browse/USERGRID-530.  Make sure it gets in 2.0",3.0,0.9994639644675726,0.9909547815304556,0.8449958836861844,True,False,True,1428451745000.0,1438285371000.0,1438288971000.0,1438289745000.0,1438290645000.0,1438201642000.0,-1.0,1436765575000.0,1436769175000.0,1438201650000.0,1438205250000.0,1438285371000.0,1438288971000.0,"jeffreyawest",1436769175000.0,1428451745000.0,45,1438201642000.0,-1.0,"Ensure USERGRID-530 is addressed in two-dot-o(-dev)","https://issues.apache.org/jira/browse/USERGRID-530.  Make sure it gets in 2.0",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-559","Story","Usergrid 21","2015-04-07T22:34:16.000+0000","tnine","","Major","","Add re-index resume","We need the ability to resume re-indexing.  To do this, we should make the AllEntitiesObservable allow for resume by default.  This way if the node performing the migration fails, it can be restarted on another node.

Note that we also need a way to clear state via REST, so that we can restart our indexing.",3.0,-1.0,0.9999467518322506,0.629853567538689,False,False,False,1428446056000.0,-1.0,-1.0,1436914931000.0,1436915831000.0,1438724690000.0,-1.0,1433780774000.0,1433784374000.0,1436915380000.0,1436915831000.0,-1.0,-1.0,"tnine",1433784374000.0,1428446056000.0,45,1428446056000.0,-1.0,"[FIXED?] Add re-index resume","We need the ability to resume re-indexing.  To do this, we should make the AllEntitiesObservable allow for resume by default.  This way if the node performing the migration fails, it can be restarted on another node.

Note that we also need a way to clear state via REST, so that we can restart our indexing.",3.0,False,3.0,0,0.0,0,0,True
"USERGRID-556","Story","Usergrid 14","2015-04-07T22:25:09.000+0000","jeffreyawest","","Critical","jeffreyawest","Test Reindex oscillation issue in e2e","We need to replicate and test the reindex oscillation issue in the e2e environment.",1.0,0.9991455671160536,0.985546561583776,2.404031560927676e-06,True,False,True,1428445509000.0,1433432859000.0,1433436459000.0,1433436224000.0,1433437124000.0,1428525101000.0,1433363822000.0,1428445521000.0,1428449121000.0,1433364978000.0,1433368578000.0,1433432859000.0,1433436459000.0,"jeffreyawest",1428449121000.0,1428445509000.0,45,1433435262000.0,1433363822000.0,"Update Index prefix for management app to use the cassandra keyspace name","We need to replicate and test the reindex oscillation issue in the e2e environment.",5.0,True,5.0,2,-80.0,-1,0,True
"USERGRID-555","Story","Usergrid 14","2015-04-07T22:11:53.000+0000","jeffreyawest","","Major","","Test Migration in e2e","Test migration from v2 to v3 for the upcoming release",3.0,0.9929890981533812,0.9929689547778702,1.51075316332828e-06,True,False,True,1428444713000.0,1436332083000.0,1436335683000.0,1436386871000.0,1436387771000.0,1428524961000.0,-1.0,1428444725000.0,1428448325000.0,1436331923000.0,1436335523000.0,1436332083000.0,1436335683000.0,"jeffreyawest",1428448325000.0,1428444713000.0,45,1428524961000.0,-1.0,"Test Migration of Entity Versions","Test migration from v2 to v3 for the upcoming release",3.0,False,3.0,0,0.0,0,0,True
"USERGRID-550","Story","Usergrid 13","2015-04-07T16:00:33.000+0000","safeldm","safeldm","Major","jeffreyawest","Create migration for app infos into new format","",1.0,1.5942377869428738e-05,0.0,0.0,True,True,True,1428422433000.0,1428422443000.0,1428426043000.0,1429048792000.0,1429049692000.0,1428422433000.0,1428525157000.0,1428422433000.0,1428426033000.0,1428422433000.0,1428426033000.0,1428422443000.0,1428426043000.0,"safeldm",1428426033000.0,1428422433000.0,45,1428525157000.0,1428525157000.0,"Create migration for app infos into new format","",3.0,True,3.0,1,-66.66666666666666,0,0,False
"USERGRID-549","Story","Usergrid 13","2015-04-07T00:03:36.000+0000","safeldm","safeldm","Major","safeldm","Refactor Org app relationship to remove app info object and use graph to application object","",1.0,0.000381355197698,0.0003120178890256,0.0,True,True,True,1428365016000.0,1428365038000.0,1428368638000.0,1428421805000.0,1428422705000.0,1428365016000.0,1428422687000.0,1428365016000.0,1428368616000.0,1428365034000.0,1428368634000.0,1428365038000.0,1428368638000.0,"safeldm",1428368616000.0,1428365016000.0,45,1428422687000.0,1428422687000.0,"Refactor Org app relationship to remove app info object and use graph to application object","",3.0,True,3.0,1,-66.66666666666666,0,0,False
"USERGRID-548","Story","Usergrid 13","2015-04-06T17:50:54.000+0000","greyes","greyes","Major","","Allow Export to output admin password hashes","",5.0,0.7480810586296929,0.0,0.0,True,True,True,1428342654000.0,1429047778000.0,1429051378000.0,1429284331000.0,1429285231000.0,1428342654000.0,-1.0,1428342654000.0,1428346254000.0,1428342654000.0,1428346254000.0,1429047778000.0,1429051378000.0,"greyes",1428346254000.0,1428342654000.0,45,1428342654000.0,-1.0,"Allow Export to output admin password hashes","",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-546","Bug","Usergrid 26","2015-04-06T13:21:42.000+0000","jeffreyawest","","Blocker","","Ensure SQS Consumers are robust and do not stop consuming messages","In the past: For some reason the SQS queue consumers stop processing messages.  Please investigate, ensure that the code is robust, and add log messages.

Current: Test and confirm, review with Jeff and/or Todd that the loop for processing SQS messages is robust.",3.0,0.2820831469815797,0.282083089373,0.2418104579216708,True,False,True,1428326502000.0,1438119597000.0,1438123197000.0,1463042653000.0,1463043553000.0,1436802542000.0,-1.0,1436721448000.0,1436725048000.0,1438119595000.0,1438123195000.0,1438119597000.0,1438123197000.0,"jeffreyawest",1436725048000.0,1428326502000.0,45,1436802542000.0,-1.0,"Ensure SQS Consumers are robust and do not stop consuming messages","In the past: For some reason the SQS queue consumers stop processing messages.  Please investigate, ensure that the code is robust, and add log messages.

Current: Test and confirm, review with Jeff and/or Todd that the loop for processing SQS messages is robust.",3.0,False,3.0,0,0.0,0,2,False
"USERGRID-545","Story","Usergrid 28","2015-04-06T00:04:53.000+0000","jeffreyawest","safeldm","Major","","Endpoint for checking storage consumed","As we move to separate keyspaces for each tenant we need to have an endpoint to monitor storage consumed for the keyspace.  This will be followed by the ability to show data consumed in the console and notifications when storage consumed is at X%.

1. add size to entities
2. add size to index.
3. migrate field mapping in index
4. add endpoint for getting storage by app",3.0,0.960939396036922,0.921241421956692,0.9212310664441608,True,True,True,1428278693000.0,1440620423000.0,1440624023000.0,1441121194000.0,1441122094000.0,1440110585000.0,-1.0,1440110433000.0,1440114033000.0,1440110566000.0,1440114166000.0,1440620423000.0,1440624023000.0,"jeffreyawest",1440114033000.0,1440110585000.0,45,1440110585000.0,-1.0,"Endpoint for checking storage consumed","As we move to separate keyspaces for each tenant we need to have an endpoint to monitor storage consumed for the keyspace.  This will be followed by the ability to show data consumed in the console and notifications when storage consumed is at X%.

1. add size to entities
2. add size to index.
3. migrate field mapping in index
4. add endpoint for getting storage by app

api is management/orgs/orgname/applications/appname/size
or management/orgs/orgname/applications/appname/size/collectionName",3.0,False,3.0,0,0.0,0,1,True
"USERGRID-544","Story","Usergrid 14","2015-04-05T16:46:49.000+0000","jeffreyawest","","Minor","","[SPIKE] Deadletter - Figure out why some entities are having indexing problems","we have some entities that are having indexing issues, with 6,011 at this time in a dead letter queue.  we need to understand why these are having indexing issues.",3.0,-1.0,-1.0,0.0072833841457481,False,True,False,1428252409000.0,-1.0,-1.0,1454457047000.0,1454457947000.0,1428252420000.0,-1.0,1428443274000.0,1428446874000.0,-1.0,-1.0,-1.0,-1.0,"jeffreyawest",1428446874000.0,1428252420000.0,45,1428252420000.0,-1.0,"[SPIKE] Deadletter - Figure out why some entities are having indexing problems","we have some entities that are having indexing issues, with 6,011 at this time in a dead letter queue.  we need to understand why these are having indexing issues.",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-543","Story","Usergrid 14","2015-04-04T18:28:01.000+0000","jeffreyawest","","Major","","Add Queue Length to /status page","Add queue length (SQS, akka, etc.) to the data returned by /status",3.0,0.9559899980466504,0.9479504405422874,0.0227162312618335,True,True,True,1428172081000.0,1439585137000.0,1439588737000.0,1440109649000.0,1440110549000.0,1428443428000.0,-1.0,1428443278000.0,1428446878000.0,1439489157000.0,1439492757000.0,1439585137000.0,1439588737000.0,"jeffreyawest",1428446878000.0,1428443428000.0,45,1428443428000.0,-1.0,"Add Queue Length to /status page","Add queue length (SQS, akka, etc.) to the data returned by /status",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-542","Story","Usergrid 13","2015-04-03T23:34:32.000+0000","greyes","greyes","Major","","Have Export output password hashes in 1.0","Make sure that the export process outputs the password hashes. This will allow people who want to import user accounts able to by using the api. ",5.0,-1.0,0.0,0.0,False,True,True,1428104072000.0,-1.0,-1.0,1428523775000.0,1428524675000.0,1428104072000.0,-1.0,1428104072000.0,1428107672000.0,1428104072000.0,1428107672000.0,-1.0,-1.0,"greyes",1428107672000.0,1428104072000.0,45,1428104072000.0,-1.0,"Have Export output password hashes in 1.0","Make sure that the export process outputs the password hashes. This will allow people who want to import user accounts able to by using the api. ",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-541","Story","Usergrid 13","2015-04-03T20:23:06.000+0000","safeldm","Shawn Feldman","Major","","Change the current relation manager impl to and create indexing interface","add interface to index appid and entity

1. read entity state out of cass.
2. read all edges 
3. if bidirectional -> index from source to target
4. submit batch
5. wait for batch -> return future

",5.0,0.6868358455799619,0.6429703333443053,0.0,True,True,True,1428092586000.0,1429115038000.0,1429118638000.0,1429580327000.0,1429581227000.0,1428093071000.0,-1.0,1428092586000.0,1428096186000.0,1429049738000.0,1429053338000.0,1429115038000.0,1429118638000.0,"safeldm",1428096186000.0,1428093071000.0,45,1428093071000.0,-1.0,"Change the current relation manager impl to and create indexing interface","add interface to index appid and entity

1. read entity state out of cass.
2. read all edges 
3. if bidirectional -> index from source to target
4. submit batch
5. wait for batch -> return future

",5.0,False,5.0,0,0.0,0,1,False
"USERGRID-539","Bug","Usergrid 13","2015-04-03T20:13:14.000+0000","safeldm","safeldm","Major","","CPHeadEntityNull in Services tests","Tests in error:
  EmailFlowIT.testAppUserActivationResetpwdMail:287 » IllegalArgument cpHeadEnti...
  EmailFlowIT.testAppUserConfirmationMail:376 » IllegalArgument cpHeadEntity can...
  OrganizationIT.testCreateOrganization:91 » IllegalArgument cpHeadEntity cannot...",3.0,0.0023817113878781,0.0023304129887546,0.0,True,True,True,1428091994000.0,1428092644000.0,1428096244000.0,1428364007000.0,1428364907000.0,1428092699000.0,-1.0,1428091994000.0,1428095594000.0,1428092630000.0,1428096230000.0,1428092644000.0,1428096244000.0,"safeldm",1428095594000.0,1428092699000.0,45,1428092699000.0,-1.0,"Test Not Passing: CPHeadEntityNull in Services tests","Tests in error:
  EmailFlowIT.testAppUserActivationResetpwdMail:287 » IllegalArgument cpHeadEnti...
  EmailFlowIT.testAppUserConfirmationMail:376 » IllegalArgument cpHeadEntity can...
  OrganizationIT.testCreateOrganization:91 » IllegalArgument cpHeadEntity cannot...",3.0,False,3.0,0,0.0,0,1,True
"USERGRID-538","Story","Usergrid 13","2015-04-03T01:43:17.000+0000","senthilkumar.kj","senthilkumar.kj","Minor","","Improve uncaught errors' http response","When an uncaught exception happens in stack's rest layer, we throw the java error in response to the user. Such responses could just say internal server error. And as [~tnine] suggested, we could add a time uuid to the error response, so we can correlate the error in logs and track the error down for the user. ",1.0,0.0058579209633508,0.0,0.0503837354842566,False,True,False,1428025397000.0,1428031865000.0,1428035465000.0,1429128643000.0,1429129543000.0,1428081021000.0,-1.0,1428081028000.0,1428084628000.0,1428025397000.0,1428028997000.0,1428031865000.0,1428035465000.0,"senthilkumar.kj",1428084628000.0,1428081021000.0,45,1428081021000.0,-1.0,"Improve uncaught errors' http response","When an uncaught exception happens in stack's rest layer, we throw the java error in response to the user. Such responses could just say internal server error. And as [~tnine] suggested, we could add a time uuid to the error response, so we can correlate the error in logs and track the error down for the user. ",1.0,False,1.0,0,0.0,0,0,False
"USERGRID-536","Story","Usergrid 13","2015-04-01T17:40:01.000+0000","tnine","tnine","Critical","tnine","Change our index structure to eliminate static mapping","Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.",2.0,0.0066413912413428,0.0,1.2610962136159412e-05,True,True,True,1427910001000.0,1427921587000.0,1427925187000.0,1429653615000.0,1429654515000.0,1427910015000.0,1428443756000.0,1427910023000.0,1427913623000.0,1427910001000.0,1427913601000.0,1427921587000.0,1427925187000.0,"tnine",1427913623000.0,1427910015000.0,45,1428443756000.0,1428443756000.0,"Change our index structure for static mapping and cleanup api","Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.

We need to make the following changes.

h2. Modify our IndexScope

This should more closely resemble the elements of an edge since this represents an edge. It will simplify the use of our query module and make development clearer.  This scope should be refactored into the following objects.  

* IndexEdge - Id, name, timestamp, edgeType (source or target)
* SearchEdge - Id, name, edgeType

Note: edgeType is the type of the Id within the edge.  Does this Id represent a source Id, or does it represent a targetId?  The entity to be indexed will implicitly be the opposite of the type specified.  I.E if it's a source edge, the document is the target.  If it's a target edge, the document is the source.

These values should also be stored within our document, so that we can index our documents.  Note that we perform bidirectional indexing in some cases, such was users, groups etc.  When we do this, we need to ensure that mark the direction of the edge appropriately.

h2. Change default sort ordering

When sorting is unspecified, we should order by timestamp descending from our index edge.  This ensures that we retain the correct edge time semantics, and will properly order collections and connections

h2. Remove the legacy query class

We don't need the Query class, it has far too many functions to be a well encapsulated object.  Instead, we should simply take the string QL, the SearchEdge and the limit to return our candidates.  From there, we should parse and visit the query internally to the query logic, NOT externally.

h2. Create a static mapping

The mapping should contains the following static fields.

* entityId - The entity id
* entityType - The entity type (from the id)
* entityVersion - The entity version
* edgeId - The edge Id
* edgeName - The edge name
* edgeTimestamp - The edge timestamp
* edgeType - source | target
* edgeSearch - edgeId + edgeName + edgeType


It will then contain an array of ""fields""  Each of these fields will have the following formation.

{code}
{ ""name"":""[entity field name as a path]"", ""[field type]"":[field value}
{code}



We will define a field type for each type of field.  Note that each field tuple will always contain a single field and a single value.  Possible field types are the following.

* string - This will be mapped into 2 mapping with multi mappings.  It will be a string unanalyzed, and an analyzed string.  The 2 fields will then be ""string_u"" and ""string_a"".  The Query visitor will need to update the field name appropriately
* long - An unanalyzed long
* double - An unanalyzed double
* boolean - An unanalyzed boolean
* location - A geolocation field
* uuid - A UUID stored as an unanalyzed string

The entity path will be a flattened path from the root json element to the max json element.  It can be though of as a path through the tree of json elements.  We will use a dot '.' to delimit the fields.  X.Y.Z for nested objects.  Primitive arrays will contain a field object for each element in the array.

h2. Indexing

  When indexing entities, we will no longer modify or prefix field names.  They will be inserted into the value exactly as their path appears after lower case.

h2. Querying

  When querying, the ""contains"" operation for a string will need to use the ""string_a"" data type.  When using =, we will need to use the string_u data type.  Each criteria will need to use nested object querying, to ensure the property name and property value are both part of the same field tuple.


h3. References

Multi Field Mapping: http://www.elastic.co/guide/en/elasticsearch/reference/current/_multi_fields.html
Nested Objects: http://www.elastic.co/guide/en/elasticsearch/guide/current/nested-objects.html
Nested Object Search: http://www.elastic.co/guide/en/elasticsearch/guide/master/nested-sorting.html



",8.0,True,8.0,1,-75.0,0,0,True
"USERGRID-535","Story","Usergrid 13","2015-04-01T17:22:04.000+0000","jeffreyawest","safeldm","Major","","[SPIKE] Look into broken tests and open tickets","Take a look at REST and CORE tests to see what needs to be cleaned up to stabilize for upcoming release.",3.0,0.8957994120925353,0.0007867906590464,0.0004371059216924,True,True,True,1427908924000.0,1428072875000.0,1428076475000.0,1428091046000.0,1428091946000.0,1427909046000.0,-1.0,1427909004000.0,1427912604000.0,1427909068000.0,1427912668000.0,1428072875000.0,1428076475000.0,"jeffreyawest",1427912604000.0,1427909046000.0,45,1427909046000.0,-1.0,"[SPIKE] Look into broken tests and open tickets","Take a look at REST and CORE tests to see what needs to be cleaned up to stabilize for upcoming release.",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-533","Story","Usergrid 13","2015-04-01T17:18:30.000+0000","jeffreyawest","djohnson","Major","","REST Test for Create App not returning","Ensure we create >11 apps and that it works.",2.0,-1.0,0.0,9.12961003039822e-05,False,True,True,1427908710000.0,-1.0,-1.0,1428499292000.0,1428500192000.0,1427910029000.0,-1.0,1427908764000.0,1427912364000.0,1427908710000.0,1427912310000.0,-1.0,-1.0,"jeffreyawest",1427912364000.0,1427910029000.0,45,1427910029000.0,-1.0,"REST Test for Create App not returning","Ensure we create >11 apps and that it works.",2.0,False,2.0,0,0.0,0,0,False
"USERGRID-532","Story","Usergrid 29","2015-04-01T17:09:14.000+0000","jeffreyawest","","Major","","Endpoint to get the size of the SQS index queue","",2.0,-1.0,0.999999462341563,0.8950197035015341,False,True,True,1427908154000.0,-1.0,-1.0,1442786589000.0,1442787489000.0,1441225456000.0,-1.0,1441225452000.0,1441229052000.0,1442787481000.0,1442787489000.0,-1.0,-1.0,"jeffreyawest",1441229052000.0,1441225456000.0,45,1441225456000.0,-1.0,"Endpoint to get the size of the SQS index queue","",2.0,False,2.0,0,0.0,0,0,False
"USERGRID-530","Bug","Usergrid 12","2015-04-01T16:15:06.000+0000","djohnson","djohnson","Major","","Deleting a connection to an Asset should not delete the Asset's data","Steps to reproduce:
1) Create asset entity
2) Create entity
3) Create connection from entity to asset entity
4) Delete connection
5) Asset JSON still present, Asset data is now gone

",1.0,-1.0,0.0042657916324856,0.0041548718067222,False,True,True,1427904906000.0,-1.0,-1.0,1428336751000.0,1428337651000.0,1427907427000.0,-1.0,1427906704000.0,1427910304000.0,1427906752000.0,1427910352000.0,-1.0,-1.0,"djohnson",1427910304000.0,1427907427000.0,45,1427907427000.0,-1.0,"Deleting a connection to an Asset should not delete the Asset's data","Steps to reproduce:
1) Create asset entity
2) Create entity
3) Create connection from entity to asset entity
4) Delete connection
5) Asset JSON still present, Asset data is now gone

",1.0,False,1.0,0,0.0,0,1,False
