"issue_key","issuetype","sprint_name","created","reporter","assignee","summary","description","storypoints","Tinprogress_proportion","Tassignee_proportion","Tsprint_proportion","isValid_inprogress","isValid_sprint","isValid_assignee","T1","T2","T3","T4","T5","T_sp_first","T_sp_second","T_sprint","T_sprint_plus_1hr","T_assignee","T_assignee_plus_1hr","T_inprogress","T_inprogress_plus_1hr","sp_estimator","T_infochange_start","T_sp","T_sp_year","T_sp_last","T_sp_after_sprint","last_summary","last_description","firststorypoints","sp_change","sp_sprint","sp_change_count","sp_diff_percent","count_comment_before","count_summ_before","info_change"
"XD-3684","Bug","Sprint 61","2015-11-02T19:30:30.000+0000","sabby","mminella","Job composition fails for large transitions","As a user, I'm trying to create a composed job with >20 steps/transitions using Rabbit as the message bus and it doesn't complete successfully.",3.0,0.9116768288561116,0.0029098215316393,0.0,True,True,True,1446492630000.0,1447369272000.0,1447372872000.0,1447453301000.0,1447454201000.0,1446492630000.0,-1.0,1446492630000.0,1446496230000.0,1446495428000.0,1446499028000.0,1447369272000.0,1447372872000.0,"sabby",1446496230000.0,1446492630000.0,45,1446492630000.0,-1.0,"Job composition fails for large transitions","As a user, I'm trying to create a composed job with >20 steps/transitions using Rabbit as the message bus and it doesn't complete successfully.",3.0,False,3.0,0,0.0,0,0,False
"XD-3683","Bug","Sprint 61","2015-11-02T19:27:53.000+0000","sabby","grenfro","Fix composed job error message","As a user, I'm trying to compose a job just with one definition; however, I'm getting the following error message, which could be misinterpreted.

{code}
xd:>job create salsa --definition timestampfile
Successfully created job 'salsa'
xd:>job create foo --definition ""salsa || salsa""
Successfully created job 'foo'
xd:>job create foo222 --definition ""salsa""
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Could not find module with name 'salsa' and type 'job'
{code}",1.0,0.1124400927064561,0.0,0.0,True,True,True,1446492473000.0,1446579702000.0,1446583302000.0,1447267355000.0,1447268255000.0,1446492473000.0,-1.0,1446492473000.0,1446496073000.0,1446492473000.0,1446496073000.0,1446579702000.0,1446583302000.0,"sabby",1446496073000.0,1446492473000.0,45,1446492473000.0,-1.0,"Fix composed job error message","As a user, I'm trying to compose a job just with one definition; however, I'm getting the following error message, which could be misinterpreted.

{code}
xd:>job create salsa --definition timestampfile
Successfully created job 'salsa'
xd:>job create foo --definition ""salsa || salsa""
Successfully created job 'foo'
xd:>job create foo222 --definition ""salsa""
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Could not find module with name 'salsa' and type 'job'
{code}",1.0,False,1.0,0,0.0,0,0,False
"XD-3673","Bug","Sprint 61","2015-11-02T16:59:40.000+0000","sabby","","Multiple module instances produces duplicate messages ","As a follow-up from [XD-3613|https://jira.spring.io/browse/XD-3629], we would want to fix this experience for Kafka message bus.",5.0,0.6755517346782821,0.6755486779764633,0.0,True,True,True,1446483580000.0,1447367607000.0,1447371207000.0,1447791280000.0,1447792180000.0,1446483580000.0,-1.0,1446483580000.0,1446487180000.0,1447367603000.0,1447371203000.0,1447367607000.0,1447371207000.0,"sabby",1446487180000.0,1446483580000.0,45,1446483580000.0,-1.0,"Multiple module instances produces duplicate messages ","As a follow-up from [XD-3613|https://jira.spring.io/browse/XD-3629], we would want to fix this experience for Kafka message bus.",5.0,False,5.0,0,0.0,-1,0,False
"XD-3672","Story","Sprint 61","2015-11-02T15:34:40.000+0000","sabby","","Move Mesos SPI to master","",2.0,0.0295207222044099,0.0295207222044099,0.0,True,True,True,1446478480000.0,1446570830000.0,1446574430000.0,1449605891000.0,1449606791000.0,1446478480000.0,1446480619000.0,1446478480000.0,1446482080000.0,1446570830000.0,1446574430000.0,1446570830000.0,1446574430000.0,"sabby",1446482080000.0,1446480619000.0,45,1447686623000.0,1447686623000.0,"Move Mesos SPI to a separate repo","As a developer, I'd like to submit a PR for existing work on Mesos SPI. ",1.0,True,1.0,1,100.0,0,0,True
"XD-3670","Story","Sprint 61","2015-10-30T23:49:41.000+0000","sabby","","Spike: Revisit the core design and document gaps","As a developer, I'd like to revisit the existing design and identify known limitations and/or the gaps. ",5.0,0.7726435725230713,0.7726435725230713,0.0,True,True,True,1446248981000.0,1447183838000.0,1447187438000.0,1447458027000.0,1447458927000.0,1446248981000.0,-1.0,1446248981000.0,1446252581000.0,1447183838000.0,1447187438000.0,1447183838000.0,1447187438000.0,"sabby",1446252581000.0,1446248981000.0,45,1446248981000.0,-1.0,"Spike: Revisit the core design and document gaps","As a developer, I'd like to revisit the existing design and identify known limitations and/or the gaps. ",5.0,False,5.0,0,0.0,-1,0,False
"XD-3669","Story","Sprint 61","2015-10-30T23:17:51.000+0000","sabby","","Add Flo screenshots to Batch DSL section","As a user, I'd like Flo Graphs as screenshots while referring to the batch DSL, so it will be easy for me to relate to concepts. ",1.0,0.994984253030668,0.994984253030668,0.0,True,True,True,1446247071000.0,1447862415000.0,1447866015000.0,1447869658000.0,1447870558000.0,1446247071000.0,-1.0,1446247071000.0,1446250671000.0,1447862415000.0,1447866015000.0,1447862415000.0,1447866015000.0,"sabby",1446250671000.0,1446247071000.0,45,1446247071000.0,-1.0,"Add Flo screenshots to Batch DSL section","As a user, I'd like Flo Graphs as screenshots while referring to the batch DSL, so it will be easy for me to relate to concepts. ",1.0,False,1.0,0,0.0,-1,0,False
"XD-3654","Story","Sprint 60","2015-10-29T14:47:35.000+0000","sabby","grenfro","Documentation: Flo for XD Batch","As a user, I'd like to refer to 'job orchestration' documentation, so I can use it as guideline for building batch workflows.  ",3.0,0.0002086375964948,0.0002086375964948,0.0,True,True,True,1446130055000.0,1446130078000.0,1446133678000.0,1446239394000.0,1446240294000.0,1446130055000.0,-1.0,1446130055000.0,1446133655000.0,1446130078000.0,1446133678000.0,1446130078000.0,1446133678000.0,"sabby",1446133655000.0,1446130055000.0,45,1446130055000.0,-1.0,"Documentation: Flo for XD Batch","As a user, I'd like to refer to 'job orchestration' documentation, so I can use it as guideline for building batch workflows.  ",3.0,False,3.0,0,0.0,-1,0,False
"XD-3652","Bug","Sprint 61","2015-10-28T18:46:20.000+0000","mbogoevici","","The shell processor module cannot be stopped while blocked in receive()","Both lifecycle and send/receive methods are synchronized, so if the shell command processor is blocked reading from the script's input - e.g. when no proper terminator is sent by the script, the stop() method can't acquire the object lock and proceed stopping the instance, and therefore the module. ",5.0,0.0944652612278036,0.0944652612278036,0.000162027039865,True,True,True,1446057980000.0,1446220060000.0,1446223660000.0,1447772843000.0,1447773743000.0,1446057980000.0,-1.0,1446058258000.0,1446061858000.0,1446220060000.0,1446223660000.0,1446220060000.0,1446223660000.0,"mbogoevici",1446061858000.0,1446057980000.0,45,1446057980000.0,-1.0,"The shell processor module cannot be stopped while blocked in receive()","Both lifecycle and send/receive methods are synchronized, so if the shell command processor is blocked reading from the script's input - e.g. when no proper terminator is sent by the script, the stop() method can't acquire the object lock and proceed stopping the instance, and therefore the module. ",5.0,False,5.0,0,0.0,-1,0,False
"XD-3651","Improvement","Sprint 61","2015-10-28T17:47:22.000+0000","thomas.risberg","thomas.risberg","The JsonStringToTupleConverter converts all values to String","As a module developer I would like the JsonStringToTupleConverter in the Spring Cloud Streams project to maintain the types provided in the JSON string and not convert everything to a String representation.",1.0,0.999929945676056,3.1842874519968666e-05,0.0004394316683755,True,True,True,1446054442000.0,1446211452000.0,1446211463000.0,1446210563000.0,1446211463000.0,1446054442000.0,-1.0,1446054511000.0,1446058111000.0,1446054447000.0,1446058047000.0,1446211452000.0,1446211463000.0,"thomas.risberg",1446058111000.0,1446054442000.0,45,1446054442000.0,-1.0,"The JsonStringToTupleConverter converts all values to String","As a module developer I would like the JsonStringToTupleConverter in the Spring Cloud Streams project to maintain the types provided in the JSON string and not convert everything to a String representation.",1.0,False,1.0,0,0.0,-1,0,False
"XD-3645","Bug","Sprint 61","2015-10-27T02:57:41.000+0000","martindam","","Tuple unable to serialize objects with nested arrays of objects","Serializing a tuple object with that have a nested array which contains objects (as a tuple) fails to serialize. The error is:

{noformat}
Caused by: com.fasterxml.jackson.databind.JsonMappingException: No serializer found for class org.springframework.xd.tuple.DefaultTupleConversionService and no properties discovered to create BeanSerializer (to avoid exception, disable SerializationFeature.FAIL_ON_EMPTY_BEANS) ) (through reference chain: java.util.ArrayList[0]->org.springframework.xd.tuple.DefaultTuple[""values""]->java.util.UnmodifiableRandomAccessList[0]->org.springframework.xd.tuple.DefaultTuple[""conversionService""])
	at com.fasterxml.jackson.databind.ser.impl.UnknownSerializer.failForEmpty(UnknownSerializer.java:59) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.UnknownSerializer.serialize(UnknownSerializer.java:26) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanPropertyWriter.serializeAsField(BeanPropertyWriter.java:505) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.BeanSerializerBase.serializeFields(BeanSerializerBase.java:639) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanSerializer.serialize(BeanSerializer.java:152) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:100) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:21) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.AsArraySerializerBase.serialize(AsArraySerializerBase.java:183) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanPropertyWriter.serializeAsField(BeanPropertyWriter.java:505) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.BeanSerializerBase.serializeFields(BeanSerializerBase.java:639) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanSerializer.serialize(BeanSerializer.java:152) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:100) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:21) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.AsArraySerializerBase.serialize(AsArraySerializerBase.java:183) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper._configAndWriteValue(ObjectMapper.java:2881) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValueAsString(ObjectMapper.java:2338) ~[jackson-databind-2.4.5.jar:2.4.5]
	at org.springframework.xd.tuple.TupleToJsonStringConverter.convert(TupleToJsonStringConverter.java:37) ~[spring-xd-tuple-1.3.0.M1.jar:1.3.0.M1]
{noformat}
when the input string (read from a Kafka topic in my case) looks something like:

{noformat}
{
    ""body"": [
        {
            ""dataType"": ""har"",
            ""har"": {
                ""log"": {
                    ""browser"": {
                        ""name"": ""Google Chrome"",
                        ""version"": ""44.0.2403.155""
                    },
                    ""creator"": {
                        ""name"": ""My extension"",
                        ""version"": ""0.23.6""
                    },
                    ""pages"": [
                        {
                            ""_requestTimings"": {
                                ""blocked"": -1,
                                ""connect"": -1,
                                ""dns"": -1,
                                ""receive"": 11,
                                ""send"": -1,
                                ""ssl"": -1,
                                ""wait"": 244
                            },
                            ""_requestUrl"": ""https://google.com""
                        },
                        {
                            ""_requestTimings"": {
                                ""blocked"": -1,
                                ""connect"": -1,
                                ""dns"": -1,
                                ""receive"": 11,
                                ""send"": -1,
                                ""ssl"": -1,
                                ""wait"": 244
                            },
                            ""_requestUrl"": ""https://google.com""
                        }
                    ],
                    ""version"": ""1.2""
                }
            },
            ""testId"": 1
        }
    ],
    ""bodyType"": ""models.MultiMessage"",
    ""headers"": {
        ""appInstance"": ""localhost/127.0.0.1:8080"",
        ""clientIp"": ""0:0:0:0:0:0:0:1"",
        ""host"": ""localhost:8080"",
        ""requestId"": ""27acf948-33ff-491c-8be7-1beb4b8c95d9"",
        ""requestMethod"": ""POST"",
        ""requestUrl"": ""http://localhost:8080/har"",
        ""timestamp"": 1445914510549,
        ""userPrincipal"": ""235""
    }
}
{noformat}
If the inner array (the Pages array) is just an object, it works, when it is an array, it fails. 

The stream used:
kafka --topic=agent_mixed --outputType=application/x-xd-tuple | splitter --expression=payload.body | log",2.0,0.7569798199236569,0.7569798199236569,0.0864515377069242,True,True,True,1445914661000.0,1447083699000.0,1447087299000.0,1447458106000.0,1447459006000.0,1445914661000.0,-1.0,1446048172000.0,1446051772000.0,1447083699000.0,1447087299000.0,1447083699000.0,1447087299000.0,"martindam",1446051772000.0,1445914661000.0,45,1445914661000.0,-1.0,"Tuple unable to serialize objects with nested arrays of objects","Serializing a tuple object with that have a nested array which contains objects (as a tuple) fails to serialize. The error is:

{noformat}
Caused by: com.fasterxml.jackson.databind.JsonMappingException: No serializer found for class org.springframework.xd.tuple.DefaultTupleConversionService and no properties discovered to create BeanSerializer (to avoid exception, disable SerializationFeature.FAIL_ON_EMPTY_BEANS) ) (through reference chain: java.util.ArrayList[0]->org.springframework.xd.tuple.DefaultTuple[""values""]->java.util.UnmodifiableRandomAccessList[0]->org.springframework.xd.tuple.DefaultTuple[""conversionService""])
	at com.fasterxml.jackson.databind.ser.impl.UnknownSerializer.failForEmpty(UnknownSerializer.java:59) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.UnknownSerializer.serialize(UnknownSerializer.java:26) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanPropertyWriter.serializeAsField(BeanPropertyWriter.java:505) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.BeanSerializerBase.serializeFields(BeanSerializerBase.java:639) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanSerializer.serialize(BeanSerializer.java:152) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:100) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:21) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.AsArraySerializerBase.serialize(AsArraySerializerBase.java:183) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanPropertyWriter.serializeAsField(BeanPropertyWriter.java:505) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.BeanSerializerBase.serializeFields(BeanSerializerBase.java:639) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.BeanSerializer.serialize(BeanSerializer.java:152) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:100) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents(IndexedListSerializer.java:21) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.AsArraySerializerBase.serialize(AsArraySerializerBase.java:183) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValue(ObjectMapper.java:1902) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.core.base.GeneratorBase.writeObject(GeneratorBase.java:280) ~[jackson-core-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.POJONode.serialize(POJONode.java:111) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.node.ObjectNode.serialize(ObjectNode.java:264) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:44) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.std.SerializableSerializer.serialize(SerializableSerializer.java:29) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue(DefaultSerializerProvider.java:128) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper._configAndWriteValue(ObjectMapper.java:2881) ~[jackson-databind-2.4.5.jar:2.4.5]
	at com.fasterxml.jackson.databind.ObjectMapper.writeValueAsString(ObjectMapper.java:2338) ~[jackson-databind-2.4.5.jar:2.4.5]
	at org.springframework.xd.tuple.TupleToJsonStringConverter.convert(TupleToJsonStringConverter.java:37) ~[spring-xd-tuple-1.3.0.M1.jar:1.3.0.M1]
{noformat}
when the input string (read from a Kafka topic in my case) looks something like:

{noformat}
{
    ""body"": [
        {
            ""dataType"": ""har"",
            ""har"": {
                ""log"": {
                    ""browser"": {
                        ""name"": ""Google Chrome"",
                        ""version"": ""44.0.2403.155""
                    },
                    ""creator"": {
                        ""name"": ""My extension"",
                        ""version"": ""0.23.6""
                    },
                    ""pages"": [
                        {
                            ""_requestTimings"": {
                                ""blocked"": -1,
                                ""connect"": -1,
                                ""dns"": -1,
                                ""receive"": 11,
                                ""send"": -1,
                                ""ssl"": -1,
                                ""wait"": 244
                            },
                            ""_requestUrl"": ""https://google.com""
                        },
                        {
                            ""_requestTimings"": {
                                ""blocked"": -1,
                                ""connect"": -1,
                                ""dns"": -1,
                                ""receive"": 11,
                                ""send"": -1,
                                ""ssl"": -1,
                                ""wait"": 244
                            },
                            ""_requestUrl"": ""https://google.com""
                        }
                    ],
                    ""version"": ""1.2""
                }
            },
            ""testId"": 1
        }
    ],
    ""bodyType"": ""models.MultiMessage"",
    ""headers"": {
        ""appInstance"": ""localhost/127.0.0.1:8080"",
        ""clientIp"": ""0:0:0:0:0:0:0:1"",
        ""host"": ""localhost:8080"",
        ""requestId"": ""27acf948-33ff-491c-8be7-1beb4b8c95d9"",
        ""requestMethod"": ""POST"",
        ""requestUrl"": ""http://localhost:8080/har"",
        ""timestamp"": 1445914510549,
        ""userPrincipal"": ""235""
    }
}
{noformat}
If the inner array (the Pages array) is just an object, it works, when it is an array, it fails. 

The stream used:
kafka --topic=agent_mixed --outputType=application/x-xd-tuple | splitter --expression=payload.body | log",2.0,False,2.0,0,0.0,0,0,False
"XD-3644","Story","Sprint 60","2015-10-26T18:54:06.000+0000","sabby","aclement","Add test coverage for batch DSL and XML generation variants","As a developer, I'd like to enhance test coverage to capture DSL and XML generation variants. ",5.0,9.537232295187936e-05,0.0,0.0,True,True,True,1445885646000.0,1445885655000.0,1445889255000.0,1445979113000.0,1445980013000.0,1445885646000.0,-1.0,1445885646000.0,1445889246000.0,1445885646000.0,1445889246000.0,1445885655000.0,1445889255000.0,"sabby",1445889246000.0,1445885646000.0,45,1445885646000.0,-1.0,"Add test coverage for batch DSL and XML generation variants","As a developer, I'd like to enhance test coverage to capture DSL and XML generation variants. ",5.0,False,5.0,0,0.0,-1,0,False
"XD-3641","Story","Sprint 60","2015-10-23T14:14:04.000+0000","sabby","grussell","Job composition improvements","As a developer, I'd like to review and refactor {{JobLaunchingTasklet}}, so I can improve performance characteristics. ",3.0,0.0003763256927813,0.0,0.0,True,True,True,1445609644000.0,1445609655000.0,1445613255000.0,1445637974000.0,1445638874000.0,1445609644000.0,1445609758000.0,1445609644000.0,1445613244000.0,1445609644000.0,1445613244000.0,1445609655000.0,1445613255000.0,"sabby",1445613244000.0,1445609758000.0,45,1445609758000.0,-1.0,"Job composition improvements","As a developer, I'd like to review and refactor {{JobLaunchingTasklet}}, so I can improve performance characteristics. ",3.0,False,3.0,0,0.0,-1,0,False
"XD-3637","Story","Sprint 60","2015-10-21T21:54:37.000+0000","sabby","grussell","Upgrade to SI 4.2.1","As a developer, I'd like to upgrade to SI 4.2.1 release, so I can take advantage of the latest improvements.",1.0,0.8517720991830797,1.9737140759366752e-05,0.0,True,True,True,1445464477000.0,1445896035000.0,1445899635000.0,1445970236000.0,1445971136000.0,1445464477000.0,-1.0,1445464477000.0,1445468077000.0,1445464487000.0,1445468087000.0,1445896035000.0,1445899635000.0,"sabby",1445468077000.0,1445464477000.0,45,1445464477000.0,-1.0,"Upgrade to SI 4.2.1","As a developer, I'd like to upgrade to SI 4.2.1 release, so I can take advantage of the latest improvements.",1.0,False,1.0,0,0.0,-1,0,False
