"issue_key","commentId","created","author_username","issue_reporter","issue_created"
"XD-2564",111617,"2015-01-14T14:05:20.297+0000","thomas.risberg","jvalkeal","2015-01-06T10:03:21.000+0000"
"XD-2564",111718,"2015-01-19T06:32:55.299+0000","thomas.risberg","jvalkeal","2015-01-06T10:03:21.000+0000"
"XD-2564",111730,"2015-01-19T08:09:22.004+0000","thomas.risberg","jvalkeal","2015-01-06T10:03:21.000+0000"
"XD-2564",111735,"2015-01-19T10:22:10.994+0000","jvalkeal","jvalkeal","2015-01-06T10:03:21.000+0000"
"XD-3591",120396,"2015-10-08T09:02:10.778+0000","zteve","sabby","2015-10-05T20:32:58.000+0000"
"XD-2869",113897,"2015-03-26T07:55:50.736+0000","hillert","sabby","2015-03-26T07:52:51.000+0000"
"XD-2869",113898,"2015-03-26T07:57:04.707+0000","hillert","sabby","2015-03-26T07:52:51.000+0000"
"XD-2869",113906,"2015-03-26T10:09:38.955+0000","hillert","sabby","2015-03-26T07:52:51.000+0000"
"XD-2869",113978,"2015-03-30T06:40:50.081+0000","sabby","sabby","2015-03-26T07:52:51.000+0000"
"XD-2858",114002,"2015-03-31T01:05:47.223+0000","dturanski","sabby","2015-03-24T10:31:22.000+0000"
"XD-2858",114005,"2015-03-31T01:23:40.868+0000","eric.bottard","sabby","2015-03-24T10:31:22.000+0000"
"XD-2464",111843,"2015-01-21T10:42:15.892+0000","jahubba","mark.fisher","2014-12-08T04:54:18.000+0000"
"XD-2464",112701,"2015-02-23T07:34:37.956+0000","jahubba","mark.fisher","2014-12-08T04:54:18.000+0000"
"XD-2806",113371,"2015-03-11T07:43:45.152+0000","mark.fisher","dturanski","2015-03-10T15:16:27.000+0000"
"XD-2806",113372,"2015-03-11T07:45:29.267+0000","mark.fisher","dturanski","2015-03-10T15:16:27.000+0000"
"XD-1254",97581,"2014-01-20T12:11:08.136+0000","mark.fisher","dturanski","2014-01-20T08:09:56.000+0000"
"XD-1331",99064,"2014-02-19T08:27:09.086+0000","hillert","hillert","2014-02-19T07:59:32.000+0000"
"XD-1331",99066,"2014-02-19T08:50:29.660+0000","hillert","hillert","2014-02-19T07:59:32.000+0000"
"XD-1331",100309,"2014-03-13T07:47:34.514+0000","mark.pollack","hillert","2014-02-19T07:59:32.000+0000"
"XD-1331",100310,"2014-03-13T07:49:00.101+0000","iperumal","hillert","2014-02-19T07:59:32.000+0000"
"XD-727",92955,"2013-08-21T09:47:26.408+0000","aeisenberg","mark.pollack","2013-08-20T13:48:51.000+0000"
"XD-727",92965,"2013-08-21T12:31:28.849+0000","iperumal","mark.pollack","2013-08-20T13:48:51.000+0000"
"XD-727",93004,"2013-08-22T12:43:16.469+0000","aeisenberg","mark.pollack","2013-08-20T13:48:51.000+0000"
"XD-2981",114841,"2015-04-22T18:25:21.406+0000","loesak","loesak","2015-04-22T18:19:01.000+0000"
"XD-2981",114851,"2015-04-23T07:35:33.297+0000","loesak","loesak","2015-04-22T18:19:01.000+0000"
"XD-2981",114852,"2015-04-23T07:38:01.868+0000","loesak","loesak","2015-04-22T18:19:01.000+0000"
"XD-2981",115020,"2015-04-28T10:48:13.953+0000","sabby","loesak","2015-04-22T18:19:01.000+0000"
"XD-3648",121029,"2015-10-28T15:52:13.033+0000","hillert","hillert","2015-10-27T18:44:47.000+0000"
"XD-3732",123001,"2016-01-14T13:03:34.902+0000","dturanski","sabby","2016-01-13T23:26:00.000+0000"
"XD-3732",123004,"2016-01-14T14:26:16.845+0000","sabby","sabby","2016-01-13T23:26:00.000+0000"
"XD-1645",102864,"2014-05-02T13:19:17.580+0000","grenfro","grenfro","2014-04-29T06:57:28.000+0000"
"XD-1074",98127,"2014-01-28T22:55:55.657+0000","mark.pollack","eric.bottard","2013-11-18T08:16:22.000+0000"
"XD-2078",106932,"2014-08-15T08:39:25.756+0000","mark.pollack","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",106933,"2014-08-15T08:55:04.861+0000","mark.pollack","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107004,"2014-08-19T08:10:14.835+0000","ssojoodi","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107006,"2014-08-19T08:14:17.055+0000","ssojoodi","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107007,"2014-08-19T08:17:22.094+0000","mark.pollack","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107008,"2014-08-19T08:23:30.750+0000","ssojoodi","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107120,"2014-08-21T09:04:45.892+0000","thomas.risberg","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",107811,"2014-09-17T06:37:50.826+0000","ssojoodi","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",108090,"2014-09-26T11:01:36.033+0000","thomas.risberg","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",108578,"2014-10-13T13:46:53.479+0000","thomas.risberg","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",108803,"2014-10-20T10:34:39.485+0000","sabby","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-2078",109436,"2014-11-08T03:05:52.289+0000","jvalkeal","ssojoodi","2014-08-13T21:02:51.000+0000"
"XD-862",93666,"2013-09-18T09:03:07.884+0000","mark.pollack","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",93719,"2013-09-19T18:57:28.347+0000","mark.fisher","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",93750,"2013-09-20T13:43:48.335+0000","mark.fisher","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",94068,"2013-09-30T17:14:31.009+0000","kkrueger","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",94069,"2013-09-30T18:30:04.419+0000","mark.pollack","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",94070,"2013-09-30T18:34:54.450+0000","mark.pollack","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-862",94196,"2013-10-04T07:04:56.568+0000","kkrueger","mark.pollack","2013-09-17T09:25:20.000+0000"
"XD-906",94290,"2013-10-08T08:59:21.209+0000","hillert","luke","2013-09-30T03:27:58.000+0000"
"XD-2425",110665,"2014-12-13T06:43:43.230+0000","grussell","dokeeffe","2014-12-04T00:35:08.000+0000"
"XD-2425",110746,"2014-12-17T14:57:02.491+0000","mark.fisher","dokeeffe","2014-12-04T00:35:08.000+0000"
"XD-1844",104709,"2014-06-23T06:34:25.324+0000","mark.fisher","pperalta","2014-06-12T15:59:47.000+0000"
"XD-1644",103078,"2014-05-07T17:34:53.309+0000","iperumal","hillert","2014-04-28T19:26:57.000+0000"
"XD-1644",103328,"2014-05-14T19:01:34.125+0000","iperumal","hillert","2014-04-28T19:26:57.000+0000"
"XD-1644",103412,"2014-05-15T13:22:03.913+0000","hillert","hillert","2014-04-28T19:26:57.000+0000"
"XD-3090",116112,"2015-05-26T12:15:28.088+0000","mminella","grenfro","2015-05-21T06:36:03.000+0000"
"XD-3090",116116,"2015-05-26T13:02:39.564+0000","grenfro","grenfro","2015-05-21T06:36:03.000+0000"
"XD-3006",115016,"2015-04-28T10:23:02.779+0000","sabby","monasj1","2015-04-28T09:42:58.000+0000"
"XD-3006",115095,"2015-04-30T05:56:31.518+0000","thomas.risberg","monasj1","2015-04-28T09:42:58.000+0000"
"XD-3006",115098,"2015-04-30T06:30:57.307+0000","monasj1","monasj1","2015-04-28T09:42:58.000+0000"
"XD-3006",115103,"2015-04-30T07:20:58.579+0000","thomas.risberg","monasj1","2015-04-28T09:42:58.000+0000"
"XD-3006",116104,"2015-05-26T09:51:42.599+0000","thomas.risberg","monasj1","2015-04-28T09:42:58.000+0000"
"XD-1910",105197,"2014-07-01T21:29:31.186+0000","alert(string.fromcharcode(88, 83, 83))","mark.pollack","2014-07-01T12:55:40.000+0000"
"XD-1910",106217,"2014-07-24T08:20:37.362+0000","eric.bottard","mark.pollack","2014-07-01T12:55:40.000+0000"
"XD-1910",106265,"2014-07-25T06:42:14.604+0000","mark.pollack","mark.pollack","2014-07-01T12:55:40.000+0000"
"XD-80",90386,"2013-05-28T08:22:35.911+0000","luke","mark.pollack","2013-05-20T09:58:57.000+0000"
"XD-334",91414,"2013-07-01T09:00:19.448+0000","mark.pollack","mark.fisher","2013-06-25T09:26:31.000+0000"
"XD-1363",99678,"2014-03-03T09:41:52.612+0000","iperumal","iperumal","2014-03-03T08:16:18.000+0000"
"XD-1363",99682,"2014-03-03T11:26:35.549+0000","iperumal","iperumal","2014-03-03T08:16:18.000+0000"
"XD-1872",104729,"2014-06-23T11:13:23.783+0000","mark.fisher","iperumal","2014-06-23T10:48:12.000+0000"
"XD-3241",117591,"2015-07-14T02:56:25.221+0000","jvalkeal","jvalkeal","2015-07-09T03:04:12.000+0000"
"XD-3072",115797,"2015-05-18T08:11:50.343+0000","sabby","sabby","2015-05-18T08:07:46.000+0000"
"XD-1359",99611,"2014-02-28T15:40:42.494+0000","mark.fisher","mark.fisher","2014-02-28T13:42:56.000+0000"
"XD-1359",99830,"2014-03-05T13:44:19.580+0000","mark.fisher","mark.fisher","2014-02-28T13:42:56.000+0000"
"XD-1359",100268,"2014-03-12T14:54:43.594+0000","mark.fisher","mark.fisher","2014-02-28T13:42:56.000+0000"
"XD-1788",105201,"2014-07-02T01:33:03.383+0000","eric.bottard","grussell","2014-05-30T16:18:49.000+0000"
"XD-1560",101797,"2014-04-11T17:54:30.186+0000","mark.pollack","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101801,"2014-04-11T18:05:40.098+0000","mark.pollack","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101833,"2014-04-12T20:24:59.535+0000","grenfro","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101891,"2014-04-14T09:00:25.806+0000","hillert","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101900,"2014-04-14T10:06:37.136+0000","hillert","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101901,"2014-04-14T11:15:25.408+0000","hillert","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1560",101903,"2014-04-14T11:35:15.384+0000","grenfro","grenfro","2014-04-11T16:28:16.000+0000"
"XD-1773",103935,"2014-05-28T18:59:41.860+0000","mark.fisher","mark.fisher","2014-05-28T18:48:14.000+0000"
"XD-2114",109162,"2014-10-29T10:19:55.445+0000","pperalta","leochu","2014-09-09T16:13:48.000+0000"
"XD-2294",116190,"2015-05-27T16:32:09.264+0000","fmarchand","vladsfl","2014-10-30T14:43:08.000+0000"
"XD-3665",121620,"2015-11-14T16:22:06.131+0000","sabby","sabby","2015-10-30T23:02:07.000+0000"
"XD-1408",100511,"2014-03-17T22:31:35.923+0000","iperumal","iperumal","2014-03-17T12:34:22.000+0000"
"XD-3509",120177,"2015-09-30T17:14:34.050+0000","hillert","imorti","2015-09-28T15:29:34.000+0000"
"XD-2274",109000,"2014-10-24T07:55:43.959+0000","pperalta","pperalta","2014-10-24T06:52:03.000+0000"
"XD-2274",109003,"2014-10-24T09:55:15.845+0000","mark.fisher","pperalta","2014-10-24T06:52:03.000+0000"
"XD-1921",105422,"2014-07-07T13:00:18.257+0000","hillert","hillert","2014-07-07T11:35:40.000+0000"
"XD-1921",105423,"2014-07-07T13:01:42.616+0000","hillert","hillert","2014-07-07T11:35:40.000+0000"
"XD-1523",101609,"2014-04-09T11:14:44.253+0000","mark.fisher","mark.fisher","2014-04-09T10:33:49.000+0000"
"XD-449",110833,"2014-12-19T08:05:06.133+0000","grenfro","grenfro","2013-07-11T14:26:53.000+0000"
"XD-744",93034,"2013-08-23T07:58:15.130+0000","iperumal","mark.pollack","2013-08-22T13:55:21.000+0000"
"XD-744",93372,"2013-09-05T10:40:06.830+0000","iperumal","mark.pollack","2013-08-22T13:55:21.000+0000"
"XD-28",89881,"2013-05-06T06:33:05.295+0000","mark.pollack","mark.pollack","2013-04-17T07:48:08.000+0000"
"XD-1574",101928,"2014-04-14T18:49:12.384+0000","mark.fisher","grenfro","2014-04-14T14:16:29.000+0000"
"XD-491",91863,"2013-07-19T01:41:02.440+0000","eric.bottard","mark.pollack","2013-07-15T08:39:00.000+0000"
"XD-3138",117409,"2015-07-08T14:39:09.823+0000","sabby","iperumal","2015-06-03T13:16:44.000+0000"
"XD-1233",97836,"2014-01-23T15:37:35.328+0000","thomas.risberg","mark.pollack","2014-01-14T22:31:47.000+0000"
"XD-3323",118262,"2015-08-04T17:17:41.671+0000","iperumal","morfeo8marc","2015-08-04T02:19:05.000+0000"
"XD-3323",118275,"2015-08-05T02:01:17.395+0000","morfeo8marc","morfeo8marc","2015-08-04T02:19:05.000+0000"
"XD-1634",102698,"2014-04-30T07:54:18.962+0000","grussell","grussell","2014-04-25T10:52:23.000+0000"
"XD-1634",102699,"2014-04-30T08:13:58.299+0000","mark.fisher","grussell","2014-04-25T10:52:23.000+0000"
"XD-1701",104234,"2014-06-06T08:30:40.276+0000","eric.bottard","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1701",104238,"2014-06-06T09:00:21.147+0000","thomas.risberg","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1701",104240,"2014-06-06T09:09:50.666+0000","eric.bottard","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1701",104248,"2014-06-06T10:52:46.982+0000","thomas.risberg","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1701",104299,"2014-06-09T02:03:55.572+0000","eric.bottard","thomas.risberg","2014-05-14T04:49:33.000+0000"
"XD-1581",101994,"2014-04-15T12:48:22.490+0000","iperumal","iperumal","2014-04-15T12:44:01.000+0000"
"XD-1581",101995,"2014-04-15T13:13:01.869+0000","mark.fisher","iperumal","2014-04-15T12:44:01.000+0000"
"XD-1457",102489,"2014-04-25T11:28:37.307+0000","grenfro","grenfro","2014-03-28T07:28:24.000+0000"
"XD-122",90343,"2013-05-24T16:33:09.534+0000","iperumal","iperumal","2013-05-24T16:19:59.000+0000"
"XD-249",91121,"2013-06-21T04:38:28.177+0000","eric.bottard","thomas.risberg","2013-06-18T05:30:21.000+0000"
"XD-249",91277,"2013-06-26T07:18:36.715+0000","thomas.risberg","thomas.risberg","2013-06-18T05:30:21.000+0000"
"XD-249",91316,"2013-06-27T07:01:09.743+0000","eric.bottard","thomas.risberg","2013-06-18T05:30:21.000+0000"
"XD-1739",103691,"2014-05-21T14:12:23.240+0000","mark.fisher","pperalta","2014-05-20T09:27:56.000+0000"
"XD-540",92154,"2013-07-26T15:01:11.751+0000","mark.fisher","grussell","2013-07-24T10:48:47.000+0000"
"XD-540",92289,"2013-07-31T14:03:00.152+0000","mark.fisher","grussell","2013-07-24T10:48:47.000+0000"
"XD-1245",97707,"2014-01-21T22:51:42.732+0000","mark.pollack","grenfro","2014-01-15T07:04:56.000+0000"
"XD-1245",97708,"2014-01-21T23:11:10.146+0000","mark.pollack","grenfro","2014-01-15T07:04:56.000+0000"
"XD-1245",97870,"2014-01-24T07:50:21.764+0000","mark.pollack","grenfro","2014-01-15T07:04:56.000+0000"
"XD-467",102434,"2014-04-24T12:47:03.524+0000","mark.pollack","luke","2013-07-12T09:17:45.000+0000"
"XD-2491",113249,"2015-03-07T09:47:47.635+0000","sabby","bzeyben","2014-12-09T20:25:08.000+0000"
"XD-2532",110900,"2014-12-22T13:55:55.037+0000","grenfro","grenfro","2014-12-19T13:33:31.000+0000"
"XD-2532",111095,"2015-01-05T05:50:12.676+0000","grenfro","grenfro","2014-12-19T13:33:31.000+0000"
"XD-2532",111253,"2015-01-09T07:51:13.321+0000","grenfro","grenfro","2014-12-19T13:33:31.000+0000"
"XD-2532",111852,"2015-01-21T13:59:09.327+0000","thomas.risberg","grenfro","2014-12-19T13:33:31.000+0000"
"XD-2532",111870,"2015-01-22T05:47:19.290+0000","grenfro","grenfro","2014-12-19T13:33:31.000+0000"
"XD-2632",111845,"2015-01-21T11:16:44.365+0000","hillert","hillert","2015-01-21T11:14:47.000+0000"
"XD-1802",104286,"2014-06-06T18:37:27.820+0000","iperumal","eric.bottard","2014-06-03T08:44:03.000+0000"
"XD-812",98114,"2014-01-28T21:57:56.275+0000","mark.pollack","jencompgeek","2013-09-05T12:09:59.000+0000"
"XD-812",98965,"2014-02-17T06:30:57.220+0000","luke","jencompgeek","2013-09-05T12:09:59.000+0000"
"XD-812",99338,"2014-02-25T11:31:54.176+0000","dturanski","jencompgeek","2013-09-05T12:09:59.000+0000"
"XD-2956",115531,"2015-05-11T13:02:27.302+0000","dturanski","sabby","2015-04-17T08:42:44.000+0000"
"XD-2956",115652,"2015-05-14T13:42:47.152+0000","mark.pollack","sabby","2015-04-17T08:42:44.000+0000"
"XD-1035",95268,"2013-11-06T12:10:04.765+0000","grenfro","eric.bottard","2013-11-06T01:22:37.000+0000"
"XD-2911",114261,"2015-04-06T14:06:40.555+0000","mminella","sabby","2015-04-06T08:32:58.000+0000"
"XD-2911",114454,"2015-04-10T13:59:59.142+0000","mminella","sabby","2015-04-06T08:32:58.000+0000"
"XD-2911",114748,"2015-04-20T12:52:51.254+0000","mminella","sabby","2015-04-06T08:32:58.000+0000"
"XD-1316",98857,"2014-02-12T12:01:09.560+0000","hillert","hillert","2014-02-12T11:51:29.000+0000"
"XD-1769",103880,"2014-05-27T23:27:06.126+0000","iperumal","iperumal","2014-05-27T23:26:34.000+0000"
"XD-1147",97452,"2014-01-16T22:09:09.229+0000","mark.pollack","dturanski","2013-12-06T09:30:28.000+0000"
"XD-1147",97656,"2014-01-21T07:11:22.341+0000","dturanski","dturanski","2013-12-06T09:30:28.000+0000"
"XD-2219",109404,"2014-11-07T04:40:34.306+0000","eric.bottard","sabby","2014-10-07T17:53:25.000+0000"
"XD-2219",109405,"2014-11-07T04:43:04.845+0000","eric.bottard","sabby","2014-10-07T17:53:25.000+0000"
"XD-455",110837,"2014-12-19T08:07:49.749+0000","grenfro","grenfro","2013-07-11T14:50:40.000+0000"
"XD-1780",103972,"2014-05-30T05:07:22.432+0000","grenfro","grenfro","2014-05-29T19:27:38.000+0000"
"XD-1780",103973,"2014-05-30T05:12:57.108+0000","mark.fisher","grenfro","2014-05-29T19:27:38.000+0000"
"XD-1780",103984,"2014-05-30T07:53:46.015+0000","grenfro","grenfro","2014-05-29T19:27:38.000+0000"
"XD-1048",95624,"2013-11-18T07:39:05.682+0000","eric.bottard","david_geary","2013-11-10T13:19:29.000+0000"
"XD-1048",96064,"2013-12-03T07:30:08.106+0000","mark.pollack","david_geary","2013-11-10T13:19:29.000+0000"
"XD-1048",121843,"2015-11-24T16:09:59.213+0000","sabby","david_geary","2013-11-10T13:19:29.000+0000"
"XD-2139",107854,"2014-09-18T07:49:18.725+0000","iperumal","fmarchand","2014-09-17T03:02:13.000+0000"
"XD-2139",107857,"2014-09-18T09:18:44.888+0000","fmarchand","fmarchand","2014-09-17T03:02:13.000+0000"
"XD-1312",98852,"2014-02-12T11:12:04.193+0000","iperumal","eric.bottard","2014-02-12T08:01:19.000+0000"
"XD-1305",98846,"2014-02-12T08:49:07.139+0000","mark.fisher","grenfro","2014-02-11T13:16:25.000+0000"
"XD-3386",118469,"2015-08-11T07:54:43.321+0000","sabby","a_ayyaps","2015-08-11T07:45:04.000+0000"
"XD-826",95626,"2013-11-18T08:47:46.535+0000","mark.pollack","mark.pollack","2013-09-07T10:23:24.000+0000"
"XD-1479",101564,"2014-04-08T16:22:13.421+0000","mark.fisher","mark.fisher","2014-04-02T05:57:39.000+0000"
"XD-1479",102639,"2014-04-29T13:08:55.417+0000","mark.fisher","mark.fisher","2014-04-02T05:57:39.000+0000"
"XD-477",91762,"2013-07-16T02:02:53.189+0000","eric.bottard","eric.bottard","2013-07-15T02:19:38.000+0000"
"XD-1944",105581,"2014-07-10T07:32:57.166+0000","pperalta","thomas.risberg","2014-07-10T06:29:48.000+0000"
"XD-3394",119122,"2015-09-02T15:15:30.732+0000","grussell","grussell","2015-08-14T11:11:42.000+0000"
"XD-158",95933,"2013-11-26T09:27:41.255+0000","david_syer","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",97200,"2014-01-10T06:21:56.558+0000","mark.pollack","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",97867,"2014-01-24T07:28:19.242+0000","mark.pollack","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",97885,"2014-01-24T10:33:30.401+0000","david_syer","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",97887,"2014-01-24T11:23:48.576+0000","mark.pollack","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",97976,"2014-01-27T08:27:04.869+0000","david_syer","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",99175,"2014-02-21T17:27:58.547+0000","iperumal","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-158",100498,"2014-03-17T12:59:32.837+0000","grenfro","mark.pollack","2013-05-30T10:53:22.000+0000"
"XD-2677",112166,"2015-02-02T12:09:59.550+0000","thomas.risberg","thomas.risberg","2015-02-02T10:36:32.000+0000"
"XD-2422",110288,"2014-12-03T06:49:26.246+0000","hillert","hillert","2014-12-02T13:11:12.000+0000"
"XD-1077",95644,"2013-11-18T18:24:43.676+0000","mark.pollack","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-1077",95712,"2013-11-20T05:33:25.080+0000","david_syer","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-1077",108439,"2014-10-06T16:49:53.470+0000","btiernay","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-1077",108442,"2014-10-07T01:54:36.360+0000","eric.bottard","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-1077",108444,"2014-10-07T04:33:47.750+0000","btiernay","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-1077",109296,"2014-11-03T10:14:09.352+0000","sabby","mark.pollack","2013-11-18T09:02:50.000+0000"
"XD-308",104182,"2014-06-05T07:38:23.170+0000","dturanski","grenfro","2013-06-24T13:12:31.000+0000"
"XD-622",92552,"2013-08-07T09:00:34.468+0000","thomas.risberg","grussell","2013-08-07T07:50:03.000+0000"
"XD-622",92569,"2013-08-07T15:20:09.470+0000","mark.fisher","grussell","2013-08-07T07:50:03.000+0000"
"XD-607",92544,"2013-08-07T05:54:48.055+0000","eric.bottard","eric.bottard","2013-08-06T08:08:52.000+0000"
"XD-584",92320,"2013-08-01T09:08:54.572+0000","dturanski","dturanski","2013-07-30T08:49:20.000+0000"
"XD-452",110834,"2014-12-19T08:06:14.050+0000","grenfro","grenfro","2013-07-11T14:48:54.000+0000"
"XD-265",93657,"2013-09-18T08:00:46.379+0000","mark.pollack","eric.bottard","2013-06-18T08:11:23.000+0000"
"XD-2480",112653,"2015-02-20T08:59:18.503+0000","thomas.risberg","sabby","2014-12-08T15:07:05.000+0000"
"XD-2820",113543,"2015-03-16T09:54:14.258+0000","dturanski","kdowbecki","2015-03-16T06:05:28.000+0000"
"XD-2344",109812,"2014-11-18T13:00:17.231+0000","hillert","thomas.risberg","2014-11-14T08:03:04.000+0000"
"XD-2344",109822,"2014-11-18T15:32:07.349+0000","iperumal","thomas.risberg","2014-11-14T08:03:04.000+0000"
"XD-2646",111985,"2015-01-26T14:03:24.773+0000","thomas.risberg","jvalkeal","2015-01-26T09:24:42.000+0000"
"XD-1406",100564,"2014-03-18T10:53:39.504+0000","dturanski","iperumal","2014-03-17T09:18:32.000+0000"
"XD-379",91616,"2013-07-10T05:24:34.858+0000","eric.bottard","dturanski","2013-07-03T14:17:37.000+0000"
"XD-1100",95800,"2013-11-21T18:38:00.928+0000","mark.fisher","mark.pollack","2013-11-19T08:53:37.000+0000"
