"issue_key","reporter","collab_total_degree","collab_in_degree","collab_out_degree","collab_kcore","collab_clustering_coeff","collab_closeness","collab_betweenness","collab_eigen_vector"
"USERGRID-542","greyes",18.0,8.0,10.0,2.0,0.0,0.6153846153846154,0.4807692307692307,0.577349675552659
"USERGRID-541","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-539","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-538","senthilkumar.kj",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-536","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-535","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-533","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-532","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-530","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-529","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-527","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-521","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-519","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-518","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-515","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-511","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-509","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-507","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-505","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-504","greyes",18.0,8.0,10.0,2.0,0.0,0.6153846153846154,0.4807692307692307,0.577349675552659
"USERGRID-502","greyes",18.0,8.0,10.0,2.0,0.0,0.6153846153846154,0.4807692307692307,0.577349675552659
"USERGRID-501","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-494","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-493","greyes",18.0,8.0,10.0,2.0,0.0,0.6153846153846154,0.4807692307692307,0.577349675552659
"USERGRID-491","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-490","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-486","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-479","rockerston",4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-478","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-474","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-473","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-466","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486
"USERGRID-465","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-462","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-461","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-457","rockerston",4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-456","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-454","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-451","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-448","djohnson",21.0,11.0,10.0,2.0,0.0,0.6470588235294118,0.3897058823529412,0.5345230733039826
"USERGRID-447","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-443","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486
"USERGRID-442","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486
"USERGRID-439","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486
"USERGRID-432","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-423","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-419","djohnson",21.0,11.0,10.0,2.0,0.0,0.6470588235294118,0.3897058823529412,0.5345230733039826
"USERGRID-418","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-416","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-415","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486
"USERGRID-414","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-412","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-409","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-405","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-396","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-395","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-393","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-388","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-387","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362
"USERGRID-386","rockerston",5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-385","djohnson",21.0,11.0,10.0,2.0,0.0,0.6470588235294118,0.3897058823529412,0.5345230733039826
"USERGRID-383","rockerston",5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-379","djohnson",21.0,11.0,10.0,2.0,0.0,0.6470588235294118,0.3897058823529412,0.5345230733039826
"USERGRID-361","rockerston",7.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-360","rockerston",7.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-349","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-348","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-347","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-345","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-342","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-340","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-338","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-336","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-335","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-334","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-333","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-332","greyes",20.0,10.0,10.0,2.0,0.0,0.6666666666666666,0.45238095238095244,0.5773496046366724
"USERGRID-294","djohnson",26.0,15.0,11.0,2.0,0.0,0.7142857142857143,0.380952380952381,0.5590162256860334
"USERGRID-281","safeldm",11.0,6.0,5.0,2.0,0.0,0.8571428571428571,0.6190476190476191,0.6666670151252344
"USERGRID-280","safeldm",11.0,6.0,5.0,2.0,0.0,0.8571428571428571,0.6190476190476191,0.6666670151252344
"USERGRID-273","tnine",15.0,9.0,6.0,2.0,0.0,0.9,0.5444444444444445,0.6741992583914549
"USERGRID-262","tnine",15.0,9.0,6.0,2.0,0.0,0.9,0.5444444444444445,0.6741992583914549
"USERGRID-241","djohnson",28.0,16.0,12.0,2.0,0.0,0.6956521739130435,0.3695652173913043,0.542325364816533
"USERGRID-235","scottganyo",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-216","stliu",2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-193","pjain@apigee.com",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-51","rockerston",26.0,20.0,6.0,2.0,0.0,0.9090909090909091,0.2510822510822511,0.6324562677175981
"USERGRID-29","rockerston",26.0,20.0,6.0,2.0,0.0,0.9090909090909091,0.2510822510822511,0.6324562677175981
"USERGRID-27","rockerston",26.0,20.0,6.0,2.0,0.0,0.9090909090909091,0.2510822510822511,0.6324562677175981
"USERGRID-21","rockerston",26.0,20.0,6.0,2.0,0.0,0.9090909090909091,0.2510822510822511,0.6324562677175981
